,LOG_LIQ,EDUC,LOG_INCOME,HHOUSES,AGE,FINLIT,EMERGSAV,KIDS,MARRIED,OCCAT1,YESFINRISK,LOG_DEBT,SPENDMOR,LATE,LOG_RET_ASSETS
19180,6.763884908562435,8,10.16365262239305,1,75,1,1,0,2,1,0,6.634633357861686,5,0,8.676928249537397
19185,6.55250788703459,8,11.219680157476482,0,26,2,0,0,1,1,0,9.864278839310847,5,0,6.55250788703459
19190,14.584229388978047,13,13.479315484531796,1,57,3,1,0,1,2,0,0.0,5,0,14.657939871903103
19195,9.024131268455035,12,12.189572015326258,1,39,3,1,2,1,1,0,12.854068159552728,5,0,12.663658871951759
19200,12.948012371209098,14,15.249408614821068,1,78,3,1,0,1,2,0,0.0,4,0,16.998883591235444
19205,11.48247656671073,13,11.686049021222916,1,37,2,0,0,2,1,0,13.017005083966255,2,0,12.694655727828803
19210,9.581972891547895,12,11.518169685974078,1,31,3,0,0,1,1,0,12.019749091416921,5,0,9.60245002503719
19215,4.110873864173311,12,9.930047914868675,0,30,1,0,0,2,2,0,10.373522431293592,1,0,4.110873864173311
19220,7.650168700845001,8,10.569104881654322,0,80,3,0,0,2,3,0,7.3783837129967145,4,0,7.650168700845001
19225,7.115582126184454,14,11.159961747859198,1,74,3,0,0,1,3,0,10.853232402669228,2,1,7.115582126184454
19230,7.170888478512505,-1,10.16365262239305,0,72,2,1,1,2,3,0,5.25227342804663,2,0,7.170888478512505
19235,12.63525753545869,9,13.097029635877716,1,41,3,1,2,1,1,0,12.840003118946523,4,0,14.262201419071268
19240,7.901377353792616,8,10.482095840823943,1,54,2,1,0,2,1,0,11.542493975902508,2,0,11.675902789388996
19245,10.907807476583594,11,12.091511325881505,1,52,2,1,3,1,1,0,12.962549022539266,5,1,10.995427631436174
19250,5.303304908059076,6,10.204473075038809,0,21,3,0,0,2,1,0,6.133398042996649,5,0,5.303304908059076
19255,9.516427036104067,8,12.253423172919685,1,45,2,0,0,2,2,0,12.793862088206213,3,0,9.516427036104067
19260,9.392745258631441,9,12.14462086116848,0,56,3,1,0,1,2,0,0.0,2,0,13.54370314700388
19265,0.6931471805599453,10,10.482095840823943,1,71,3,1,0,2,3,0,10.491301994830229,2,0,11.763699747398626
19270,6.90875477931522,9,10.076644749570697,0,21,3,0,0,2,4,0,11.178445242969808,5,0,6.90875477931522
19275,2.3978952727983707,6,9.039802580037927,0,76,0,0,0,2,3,0,0.0,4,0,8.414274137408396
19280,15.620910077305137,14,16.892541732972983,1,42,3,1,3,1,2,1,16.047673293957907,2,0,16.20531876386365
19285,4.875197323201151,9,10.87739942351305,1,35,1,0,3,2,1,0,12.341918233338216,4,0,10.781681739143439
19290,10.275085591132715,13,12.896359396283692,1,65,3,1,1,1,1,0,0.0,4,0,16.12646066645694
19295,9.23024103368252,5,11.649008066953392,1,71,2,1,0,1,3,0,12.39380039582335,5,0,10.211009016314167
19300,5.707110264748875,8,8.372085865659063,1,58,1,0,0,2,1,0,0.0,4,0,5.707110264748875
19305,11.918397239722838,12,10.64914561257346,1,65,3,1,0,1,3,0,0.0,3,0,15.71387991206331
19310,5.739792912179234,8,10.623170750425082,0,33,1,0,0,2,1,0,3.713572066704308,5,1,5.739792912179234
19315,14.786289853910306,8,15.52059353637661,1,77,3,0,0,1,2,0,0.0,4,0,15.26007406305717
19320,12.203078166549846,14,13.913119058332606,1,51,3,1,2,1,1,0,13.876606598057414,4,1,15.243331145574865
19325,11.149096419938578,13,11.875916329276292,1,40,3,0,4,1,1,0,12.95749109270188,5,0,13.668750334645791
19330,10.404293143019792,11,9.930047914868675,0,67,3,0,0,2,3,0,10.073272520325904,4,0,10.404293143019792
19335,8.006700845440367,9,11.30306069379871,0,63,3,1,0,2,3,0,0.0,3,0,13.818507063952548
19340,8.071218539969863,8,11.010928456106528,1,50,2,0,1,2,1,0,10.474495347310453,3,0,10.881832472145556
19345,6.78105762593618,8,11.20508155522288,0,36,2,0,2,1,1,0,11.314486721293981,3,0,10.270939218446076
19350,3.713572066704308,4,10.16365262239305,0,25,1,0,2,1,1,0,0.0,2,0,8.338305731356565
19355,10.793454842740767,12,12.060739842420068,1,70,3,1,0,1,1,0,10.604131561522696,3,0,13.482971974375342
19360,7.804251383528112,9,10.87739942351305,1,33,3,1,1,2,1,0,8.922791623969637,4,0,10.65681219612839
19365,8.699681400989514,9,10.204473075038809,0,66,3,0,0,2,3,0,6.68586094706836,3,0,8.699681400989514
19370,12.694655727828803,14,12.82620459180008,1,66,3,0,0,1,1,0,13.153863982446317,5,0,15.874749519877604
19375,10.789339695269716,14,12.293832522398864,1,41,2,1,4,1,2,1,13.244582780038517,2,0,13.835118068187139
19380,12.520887034998584,13,12.156049496587327,0,35,3,1,0,1,1,0,0.0,2,0,13.67854584967945
19385,11.127277689932466,12,11.890841876391685,1,58,3,1,3,1,1,0,12.622810641870043,5,0,12.337105293891872
19390,11.744045122410057,12,12.097553606596385,1,66,3,0,0,1,1,0,0.0,4,0,13.970804298534327
19395,7.972810784121404,9,11.30306069379871,1,40,1,0,1,1,1,0,11.96209480994468,1,1,9.465060106725137
19400,5.303304908059076,10,10.16365262239305,0,57,2,0,0,1,2,0,0.0,1,0,5.303304908059076
19405,7.855932199718614,8,10.933740143113555,1,72,3,0,0,2,2,0,9.127067452782361,2,0,12.633237273506154
19410,5.303304908059076,8,10.792243293398966,0,46,1,0,0,2,1,0,6.398594934535208,5,1,5.303304908059076
19415,10.491301994830229,8,12.041811943026103,1,47,2,0,0,1,1,0,12.323860125621126,4,0,12.141005984951518
19420,11.915058360753719,13,12.466203023190976,1,62,3,0,1,1,2,0,13.442998001373553,4,0,15.015927347156182
19425,8.216358332386156,12,11.190266672490848,1,48,3,0,0,1,1,0,11.96254142081368,5,0,8.216358332386156
19430,6.2166061010848646,9,10.723251890363157,0,60,2,0,1,2,1,0,0.0,5,0,11.986055452062393
19435,11.373674891823535,14,13.34340411493854,1,80,3,1,0,2,2,0,11.695255355062795,5,0,15.810483351069808
19440,10.308985993422082,8,11.890841876391685,1,39,3,1,2,1,1,0,11.898194668458823,2,0,11.608244735642321
19445,12.472279517715116,12,13.768886493400288,1,39,2,1,3,1,2,0,12.765691290604371,2,0,13.081543466215237
19450,8.699681400989514,12,11.462907572501242,1,81,3,1,0,1,3,0,0.0,2,0,12.149507585033072
19455,11.177466714598282,12,11.912820634128884,0,65,2,1,0,2,2,0,9.059633754551479,1,0,12.73523217148465
19460,14.077875591662238,14,14.852666099839723,1,64,3,1,1,1,2,0,14.80876270134486,5,0,15.477920544845798
19465,14.030622744032508,12,14.61115576850123,1,63,2,1,0,1,2,0,14.13396501635527,5,0,14.639686439527019
19470,7.601402334583733,8,9.98133877479715,1,63,2,1,0,2,1,0,0.0,5,0,7.601402334583733
19475,11.651826167019166,13,13.072337074570212,1,39,3,1,3,1,1,0,12.521981322562505,5,0,13.885876752677717
19480,0.6931471805599453,12,11.09644927542817,1,74,2,0,0,2,1,0,11.976980184488554,5,0,12.328299127772787
19485,7.601402334583733,12,10.623170750425082,0,28,1,0,0,2,1,0,10.668978650219241,1,0,7.937731775260109
19490,14.19736648302693,14,14.475531660728862,1,56,3,1,0,1,3,0,13.592368256649284,4,0,16.273987756480448
19495,6.90875477931522,9,11.28963784015293,0,38,1,1,4,1,2,0,6.089044875446846,2,1,6.90875477931522
19500,10.988693712621323,12,11.721766808769676,1,57,3,0,0,2,1,0,0.0,5,0,14.229737832591969
19505,10.448743588106625,12,11.813881383532228,0,50,1,1,3,2,2,0,6.311734809152915,5,0,10.448743588106625
19510,7.030857476116121,8,9.98133877479715,0,22,2,0,0,2,1,0,0.0,2,0,8.776630098427717
19515,10.736418414365376,9,10.386788464403516,1,73,2,1,1,2,3,0,10.203629181337648,5,0,12.240478903153711
19520,9.305741456739435,8,11.560280761065794,1,35,2,0,2,1,4,0,11.666427362955483,1,0,10.043292972227004
19525,10.988693712621323,14,13.532346983149104,1,77,3,1,0,1,2,0,0.0,4,0,17.242836950996267
19530,7.107425474110705,9,11.30306069379871,0,53,2,0,2,1,1,0,10.571086129249698,4,0,11.364669046470935
19535,15.564362700154593,12,16.336531827147223,1,43,3,0,2,1,2,0,14.467836264837162,4,0,18.418979307329636
19540,3.044522437723423,8,11.079920226254767,1,39,1,0,3,1,1,0,11.998439434579149,2,0,3.044522437723423
19545,5.771441123130016,8,11.063113369269185,0,34,2,0,0,2,1,0,9.409273194575334,5,1,10.865917318389972
19550,14.36305434303426,13,15.914863209842572,1,56,3,1,1,1,2,1,0.0,2,0,15.549287921270004
19555,9.798737961337057,8,10.769770904774587,1,74,2,0,0,1,3,0,0.0,5,0,9.798737961337057
19560,8.006700845440367,6,11.355019808159389,0,56,1,1,0,1,1,0,9.23024103368252,2,0,8.006700845440367
19565,12.487488878546145,14,14.12442797925874,1,52,2,0,0,1,2,0,14.229605653708807,4,0,15.582806725808133
19570,11.73687669002817,14,13.724897967268705,1,68,3,1,0,1,3,0,12.73670383776449,2,0,15.849575608507214
19575,5.707110264748875,8,11.451478997511787,0,29,2,0,2,1,1,0,11.03005541721757,4,1,10.825780236605917
19580,10.344995251991222,8,10.992910250981359,1,80,2,1,0,1,3,0,11.0186455364637,3,0,10.344995251991222
19585,11.103467395592086,4,11.837597736678639,1,70,2,1,1,1,3,0,12.154784614286667,5,0,12.256770512686108
19590,7.601402334583733,13,10.897601753215403,1,78,3,1,0,2,3,0,0.0,5,0,9.012011377036412
19595,12.25486757159303,12,13.36398799942572,1,55,3,0,0,2,1,0,0.0,3,0,15.681140030557534
19600,16.213405921671733,12,15.71995954403361,1,83,3,1,0,1,3,0,0.0,5,0,18.91278216483348
19605,7.601402334583733,8,11.496429917961313,1,64,2,0,0,2,3,0,11.567423119906431,5,0,7.601402334583733
19610,0.0,2,10.540934738927314,1,59,3,0,1,1,1,0,11.277215789596893,5,0,0.0
19615,6.90875477931522,10,9.470543987306165,0,54,1,0,1,2,1,0,9.90353755128617,5,0,6.90875477931522
19620,10.480129006333248,12,11.079920226254767,0,32,3,0,0,2,1,0,9.503084610020228,5,0,11.955050317440996
19625,8.453401058328458,12,11.764691512444722,1,61,3,1,0,1,1,0,12.821260987319457,4,0,8.808518618782816
19630,9.217415285648144,10,12.17852223565681,1,46,3,1,2,1,1,0,12.625772622110356,2,0,12.563995310740875
19635,7.972810784121404,13,10.792243293398966,0,26,2,0,0,2,4,0,12.24611513631632,5,1,7.972810784121404
19640,7.601402334583733,11,11.010928456106528,0,45,1,0,1,2,1,0,11.065090289695444,5,0,10.698762529141884
19645,7.00397413672268,10,10.974561423798537,0,49,2,1,0,2,1,0,10.000205831412565,3,1,7.409136443920128
19650,8.517393171418904,14,11.342280932513091,0,31,2,0,0,2,1,0,9.04793908261736,3,0,9.87822102528824
19655,10.75301863171864,10,11.789588872889583,1,63,3,1,0,1,3,0,13.61263643674157,2,0,15.26789013409884
19660,12.936036208848487,14,13.092585193269537,1,77,3,1,0,1,3,0,0.0,5,0,15.958513698435901
19665,7.601402334583733,12,10.992910250981359,1,44,3,0,3,1,1,0,12.308137235587647,1,0,7.601402334583733
19670,8.049107721326406,9,11.234068703381137,0,44,1,1,0,2,1,0,10.171642709679686,5,0,10.970454363368692
19675,14.220976332738882,12,14.596413493470822,1,51,1,0,0,2,2,0,0.0,2,0,16.81423839034851
19680,9.305741456739435,10,11.367598443988374,1,61,2,1,0,2,1,0,10.714439990727769,2,0,11.0186455364637
19685,10.012386799492118,13,14.699791802940817,1,67,3,1,0,1,3,0,14.508658238524095,2,0,16.52504638830601
19690,8.581294116822761,8,11.262239213240827,1,59,2,1,1,1,3,0,9.200391041122515,2,0,9.130322663990151
19695,11.218567827096358,12,11.764691512444722,1,45,2,0,2,1,1,0,12.400820837540556,3,0,13.131325100934392
19700,13.887832149776026,13,14.998572661771988,1,49,3,0,2,1,1,0,14.907098567378478,1,1,16.969314428778194
19705,11.522885696764481,12,12.313440904836163,1,54,3,1,0,1,1,0,10.689692377847104,3,0,15.049818853122328
19710,12.936036208848487,13,13.028195276251832,1,59,3,1,0,1,1,0,13.017005083966255,5,0,15.237413587806026
19715,11.149096419938578,12,11.234068703381137,1,39,3,0,2,1,1,0,12.685410698175234,1,0,11.149096419938578
19720,10.038935856711177,14,11.639529406064158,0,33,3,0,0,1,1,0,12.685101053675606,4,0,12.611207699176356
19725,9.472781556562168,14,11.829754616082079,0,27,3,1,0,1,1,0,9.305741456739435,3,0,12.637208749244536
19730,14.070153551531353,12,15.021486914368623,1,46,3,1,3,1,2,0,13.906631064239868,5,0,14.936862659440855
19735,11.88518533064729,12,13.042346424915792,1,73,3,1,0,1,3,0,0.0,2,0,17.002073954038817
19740,8.716207971151853,10,11.428222385556161,0,72,3,0,0,1,3,0,10.122663242288953,1,0,8.716207971151853
19745,14.061589862421503,14,14.140176324773861,1,52,3,1,1,1,2,0,13.272507757002963,5,0,16.755492302613643
19750,0.6931471805599453,10,9.6246836542707,0,65,2,0,0,2,1,0,0.0,5,0,0.6931471805599453
19755,8.098946748943339,12,11.686049021222916,1,44,3,1,1,1,1,0,11.780667550692455,2,0,13.349165826779616
19760,15.864493021025373,13,15.901529680625858,1,68,2,1,0,1,2,0,13.706812255867513,4,0,17.801452964910673
19765,11.156264806643742,13,11.730500418141487,1,75,3,1,0,1,3,0,11.728044909070785,4,0,13.153863982446317
19770,10.12667110305036,12,12.986977412981291,0,36,3,1,0,1,1,0,0.0,4,0,14.564565843275643
19775,8.294299608857235,12,12.150351505528926,0,38,3,1,2,1,1,0,5.707110264748875,1,0,8.294299608857235
19780,11.251573687764477,12,12.82620459180008,1,58,3,1,0,1,1,0,13.45883704259595,5,0,15.022080287359454
19785,6.46302945692067,8,11.316305758236654,0,42,1,0,1,2,1,0,9.908524844053396,5,1,6.947937068614969
19790,17.451806438269646,12,0.0,1,65,3,1,0,1,2,0,17.125688577748935,4,0,18.539174646882728
19795,7.560601162768557,11,9.818828007928495,1,78,2,1,0,2,3,0,0.0,1,0,7.560601162768557
19800,10.40701662106948,13,11.17825468290496,1,71,3,1,0,1,3,0,0.0,4,0,12.796608306256319
19805,5.25227342804663,6,9.550580764956187,0,49,1,0,1,2,4,0,9.127067452782361,5,1,5.25227342804663
19810,14.557448378884015,13,14.947627876182446,1,85,3,1,0,1,3,0,0.0,5,0,18.140966854377275
19815,10.275085591132715,11,12.253423172919685,1,37,3,1,1,1,1,0,11.669937760751914,4,0,14.004063492665871
19820,6.2166061010848646,8,10.243692364956795,1,64,2,0,0,2,2,0,8.562357743370612,5,0,7.601402334583733
19825,11.166214996056205,11,11.404411999129266,1,57,3,1,1,1,1,0,12.201065128819632,5,0,12.95442035229611
19830,11.495789479023493,10,12.871666846354175,1,66,1,0,0,1,2,0,12.81584093453868,2,0,12.44627388376583
19835,11.847975261832087,12,12.36084293583064,1,53,2,0,4,1,1,0,13.429555387263958,5,0,14.09299152562173
19840,7.550135342488429,1,10.699154876036824,1,65,3,0,0,1,3,0,7.601402334583733,3,0,7.550135342488429
19845,9.210440366976517,12,11.219680157476482,1,65,3,1,0,2,1,0,8.071218539969863,4,0,14.070153551531353
19850,6.803505257608338,9,9.470543987306165,0,21,2,0,0,2,4,0,7.0909098220799835,4,1,6.803505257608338
19855,10.308985993422082,13,12.383727132769591,0,42,2,0,0,2,1,0,12.100717685412471,1,0,11.652696102959753
19860,12.345838935721968,12,13.605634685129951,1,66,3,1,0,1,2,0,0.0,5,0,15.786949346348816
19865,13.02805489573287,12,13.620194818630864,1,49,3,1,2,1,2,0,13.928840136128022,3,0,15.06684421977304
19870,12.914110901635024,13,17.29083953130359,1,68,3,1,0,1,2,0,0.0,5,0,18.08120000030888
19875,10.591647316585027,12,11.890841876391685,0,27,2,1,0,1,1,0,9.680406499268875,4,0,12.651082132354988
19880,0.6931471805599453,-1,10.030126736355644,0,76,2,1,0,2,3,0,0.0,3,0,0.6931471805599453
19885,12.245298166364206,8,11.704067376563522,0,50,3,1,0,2,1,1,6.7464121285733745,5,0,14.847983400253131
19890,10.491301994830229,13,12.12722921174015,1,43,3,0,2,1,1,0,13.434251602680698,5,0,13.30635187740947
19895,8.575650760987806,11,10.451325058234776,1,66,3,1,0,2,2,0,11.289794413577894,3,0,11.353941456740479
19900,9.61587214452889,12,12.379191996605552,1,32,3,1,0,1,1,0,12.293171935322027,2,0,9.61587214452889
19905,3.044522437723423,6,10.41957729248823,0,44,2,0,0,2,3,0,6.90875477931522,5,0,3.044522437723423
19910,11.227919807721856,12,11.367598443988374,1,36,3,1,0,1,1,0,12.082214317601338,4,0,12.72385700106288
19915,9.392745258631441,6,11.649008066953392,1,36,3,1,1,1,1,0,10.721084386282662,5,0,11.352768449837729
19920,10.762170357789895,8,10.16365262239305,1,85,2,1,1,2,3,0,5.993961427306569,4,0,10.762170357789895
19925,7.02197642307216,8,10.243692364956795,0,49,2,0,0,2,1,0,0.0,4,0,7.02197642307216
19930,10.404293143019792,12,11.898221933343832,1,67,2,1,0,1,3,0,0.0,5,0,11.982935344196433
19935,9.741027444837728,10,11.010928456106528,0,39,3,0,0,1,1,0,5.771441123130016,4,0,9.741027444837728
19940,6.90875477931522,13,11.485380194730258,1,59,1,0,0,1,1,0,8.517393171418904,2,1,9.305741456739435
19945,9.937937287265354,7,11.941393817766459,1,59,3,0,0,2,1,0,13.10409960546266,1,0,14.83950741240823
19950,9.105090961257085,9,10.204473075038809,1,73,2,0,1,2,3,0,11.561725152903833,5,0,9.105090961257085
19955,10.915106645867503,12,12.227312155065473,1,47,3,1,0,1,1,0,14.346139397261565,4,0,11.51293546492023
19960,0.6931471805599453,9,9.75820678716859,0,74,2,0,0,2,3,0,8.594339400592892,5,1,0.6931471805599453
19965,10.085850775128717,8,11.276032359350232,1,61,2,0,0,2,3,0,13.790193775620484,4,0,10.085850775128717
19970,7.333676395657684,9,10.41957729248823,0,42,2,0,5,2,1,0,0.0,4,0,7.333676395657684
19975,16.895951605384212,9,15.447240922154593,1,61,2,1,0,1,2,0,0.0,3,0,19.636625599423592
19980,9.636326803305096,12,10.814221753204105,0,50,3,0,2,1,2,0,10.491301994830229,5,0,9.636326803305096
19985,7.824445930877619,12,11.59073968241829,1,34,3,0,0,1,1,0,13.0400703062278,5,0,11.558863947911393
19990,10.714439990727769,8,11.667700038278326,1,67,3,1,0,1,3,0,10.859018228147887,4,0,10.736418414365376
19995,10.904137815028022,9,11.112709551691127,0,52,3,1,0,1,3,0,0.0,4,0,10.954326659732555
20000,5.198497031265826,10,9.470543987306165,0,83,0,1,1,2,3,0,7.601402334583733,5,0,5.198497031265826
20005,10.292179440058462,12,11.53944687502236,1,33,3,1,0,1,1,0,11.989165855127435,4,0,12.075400019877522
20010,7.783640596221253,11,10.897601753215403,1,33,2,0,3,2,4,0,12.360084744326953,5,0,7.783640596221253
20015,12.333590367227897,12,12.909818516118985,1,40,3,1,3,1,2,0,0.0,2,0,15.112755375534395
20020,6.68586094706836,8,9.013830214534465,1,65,2,0,0,2,3,0,10.169728906753061,1,1,7.937731775260109
20025,12.821260987319457,12,13.923845626430177,1,86,2,1,0,1,1,0,0.0,5,1,16.513981759927827
20030,12.59473402514672,14,14.958026580065576,1,49,3,1,1,1,2,1,0.0,2,0,16.90514297223
20035,12.061168253396312,8,11.92720927582913,1,67,2,1,1,2,2,0,11.552155793461898,4,0,12.061168253396312
20040,8.627123250788433,12,11.600689921732425,1,34,3,0,3,1,1,0,11.530283931266375,3,0,12.120411265974719
20045,0.0,10,10.35288797609956,0,37,2,0,1,2,1,0,9.496346040047019,4,1,8.853808274977197
20050,10.596659732783579,12,14.06726960857491,1,69,3,1,0,2,2,0,14.828565321378878,3,0,15.716423490520999
20055,11.50440930520189,13,12.337422763109329,1,49,3,1,3,1,1,0,12.04355959836804,4,0,13.218676690266044
20060,8.517393171418904,9,10.076644749570697,0,23,3,0,0,2,1,0,10.86477077032911,1,1,8.537191877922927
20065,16.519351981240273,13,15.03140519969408,1,73,2,1,0,1,2,0,0.0,3,0,18.706498587308392
20070,10.904523762856343,10,12.397210427038146,0,32,2,0,1,1,1,0,7.601402334583733,4,0,11.501277894620612
20075,12.487488878546145,8,14.429809435565296,1,67,3,1,0,1,2,0,14.142654420277243,5,0,14.60169306007217
20080,13.137647970600673,12,12.595035429071013,1,37,3,1,2,1,1,0,12.794139826639498,2,0,13.949780053124089
20085,9.62251624577579,9,11.996201706795759,1,61,2,0,0,1,1,0,0.0,5,0,9.62251624577579
20090,6.734591659972948,5,9.278188446806757,0,52,2,1,0,2,3,0,7.824445930877619,1,0,6.734591659972948
20095,4.61512051684126,10,9.75820678716859,0,42,1,0,0,2,1,0,9.741027444837728,4,0,4.61512051684126
20100,6.2166061010848646,8,10.540934738927314,1,31,2,0,0,2,1,0,11.625548544252984,1,1,8.77971129020447
20105,14.071702737318192,12,14.106651881775957,1,95,2,1,0,2,3,0,0.0,2,0,16.61230402990624
20110,10.177362240256695,14,11.144457783705516,0,27,3,1,1,1,1,0,12.826167834653992,2,0,10.250652418696085
20115,14.008608012328155,14,12.59869172789388,1,63,3,1,2,1,2,0,9.798182590890704,4,0,16.23614540659732
20120,9.071193240566025,8,11.996201706795759,1,50,2,0,0,1,1,0,12.70533466782146,2,1,11.13751903414526
20125,6.90875477931522,13,11.367598443988374,1,41,1,1,2,2,2,0,13.308844604096606,3,0,8.160803920954665
20130,15.562795711336868,12,15.160263388129438,1,61,3,1,0,1,2,1,15.673369984903081,4,0,16.865825756632557
20135,7.496097345175956,8,10.74678187553037,0,22,1,0,0,2,1,0,5.638354669333745,2,0,7.496097345175956
20140,6.2166061010848646,7,10.335496793040335,1,77,1,1,0,2,3,0,10.626217806887722,5,0,12.103491596905931
20145,11.818209214992565,14,12.303684773907628,1,47,3,0,2,1,1,0,12.724869415131389,4,0,14.043204540345297
20150,15.806121022549506,12,14.860299722008838,1,67,3,1,0,1,2,0,0.0,5,0,16.074143867922338
20155,9.564582358673212,8,11.046019206267971,1,60,3,0,0,1,3,0,0.0,5,0,11.58292716075612
20160,12.393012687350824,13,17.624775447863126,1,58,3,1,1,1,1,1,15.638445806211655,1,0,17.70125346691601
20165,12.592018486191964,4,10.798887699967695,1,85,2,1,0,1,3,0,0.0,5,0,13.471894263220676
20170,9.305741456739435,11,11.686049021222916,1,42,2,0,1,1,1,0,11.917063025610398,2,0,11.385103457032141
20175,10.668978650219241,9,11.829754616082079,1,59,3,1,1,1,1,0,12.306827069415759,5,0,12.745488641595722
20180,10.302632731899473,12,11.439918298765717,1,44,1,1,1,1,1,0,10.571342565808699,4,0,12.222000127079546
20185,0.6931471805599453,9,9.875983398597374,0,53,2,0,0,2,3,1,9.435162513668947,5,1,0.6931471805599453
20190,6.398594934535208,5,10.16365262239305,0,94,1,0,0,2,3,0,0.0,3,0,8.188966863648876
20195,6.957497370876951,13,11.30306069379871,0,47,3,0,0,2,1,0,11.470028402317833,4,0,10.622570475119794
20200,5.860786223465865,10,10.511947979456522,1,73,2,0,0,2,1,0,10.653747312552309,2,0,9.920885329712549
20205,11.11974953463761,14,12.620353152316724,1,41,3,1,2,1,1,0,12.669809806411457,2,0,14.1516191570488
20210,13.089842251812337,12,13.624129245160866,1,63,2,1,0,1,1,0,0.0,5,0,15.733021379470248
20215,9.132486932771318,2,11.610542128340578,1,52,3,0,2,1,1,0,12.805268971983855,4,0,12.609037965102189
20220,9.607907707957207,8,11.898221933343832,0,45,0,1,2,1,1,0,10.901007979642964,4,0,9.845964366292462
20225,13.64561270635336,11,12.605964462765131,1,57,2,1,1,1,1,0,12.861001210669146,2,0,14.95069614822575
20230,7.313886831633462,8,10.74678187553037,0,35,2,1,0,2,1,0,9.99383087243373,1,0,10.584081267024454
20235,10.626217806887722,12,11.276032359350232,0,44,3,0,0,2,1,0,0.0,4,0,13.206154742381907
20240,10.545367754151743,13,11.996201706795759,1,83,3,1,0,1,3,0,0.0,5,0,15.064839350708214
20245,7.0909098220799835,9,10.835727530509162,1,38,1,0,2,1,1,0,12.618185607609803,4,1,7.0909098220799835
20250,15.210764908225675,13,13.728441971829142,1,76,3,1,0,1,2,0,12.936036208848487,2,0,17.799444857471673
20255,8.016647877057803,7,11.20508155522288,0,47,1,0,1,1,2,0,0.0,3,0,8.016647877057803
20260,10.102379394048045,14,13.20017019377173,1,52,0,1,0,1,1,0,12.487488878546145,4,0,14.734358417598655
20265,10.915106645867503,14,12.318283507600151,1,47,3,0,2,1,2,0,11.707677772181546,4,0,12.647551406590285
20270,4.61512051684126,8,10.897601753215403,1,68,2,0,0,2,1,0,11.736077016252437,5,1,4.61512051684126
20275,5.564520407322694,8,11.046019206267971,1,24,3,0,0,1,1,0,5.017279836814924,4,0,5.564520407322694
20280,2.3978952727983707,9,9.288237848223762,0,23,2,0,0,2,4,1,8.77971129020447,2,0,2.3978952727983707
20285,10.354595018522993,9,12.397210427038146,1,41,1,0,0,1,1,0,10.165890277802454,4,0,10.454523783963511
20290,10.783135046711445,12,12.332672181245634,1,31,3,1,0,1,1,0,12.245298166364206,4,0,12.560949473827492
20295,9.116139576577355,13,11.392290774522229,1,61,3,0,0,2,1,0,12.080515091473,4,0,11.252871529635922
20300,13.353476685668044,9,16.276558605378675,1,62,3,1,0,2,2,0,0.0,4,0,15.643280625487053
20305,8.748463629942055,9,11.010928456106528,1,30,2,0,2,1,1,0,10.373522431293592,4,0,8.748463629942055
20310,8.699681400989514,8,10.723251890363157,0,53,1,1,1,2,1,0,10.231027154561334,5,0,11.571203807011969
20315,7.313886831633462,8,9.69367212060944,1,92,3,1,0,2,3,0,10.950824090522445,4,1,7.313886831633462
20320,9.87822102528824,12,11.970542120321573,1,74,3,1,0,1,3,0,11.652696102959753,5,0,13.51373091339712
20325,9.305741456739435,9,12.972014574830805,1,61,2,1,0,1,1,0,13.22672519452875,2,0,15.622322993995262
20330,12.765976963265441,12,13.090355542528382,1,51,3,0,2,1,1,0,13.988245476094372,2,0,14.473082891118036
20335,8.974744612722734,12,11.890841876391685,1,60,2,1,0,2,1,0,11.407576060361786,5,0,13.831286461428006
20340,11.052491896264268,12,10.511947979456522,1,70,2,1,0,2,3,0,0.0,3,0,14.041131837173966
20345,9.661479683575521,13,11.316305758236654,0,61,3,1,1,1,1,0,10.34177474101152,2,0,11.06195554002416
20350,12.190964083849375,12,15.243982947207128,1,71,3,1,0,1,2,0,0.0,2,0,17.131041149184114
20355,12.468440756144114,14,13.060908402931776,1,84,1,1,0,1,3,0,0.0,5,0,16.47296904307665
20360,9.350189267092581,12,10.91740401772286,1,72,2,1,0,2,3,0,12.175618592671356,4,0,9.350189267092581
20365,8.699681400989514,11,11.079920226254767,1,33,1,1,0,2,1,0,12.496878583628968,5,0,8.699681400989514
20370,9.87822102528824,9,10.74678187553037,0,51,1,0,0,2,1,0,7.944846711001996,5,0,10.221977646629885
20375,9.44549154241467,9,11.912820634128884,1,50,2,1,0,1,1,0,10.568775236216993,4,1,12.292942762543083
20380,9.686636660844938,13,11.853101811967846,1,38,1,1,0,2,1,0,11.918397239722838,4,0,10.243560441877241
20385,14.926710291301724,14,17.428169317508917,1,80,0,1,0,1,2,0,0.0,5,0,19.93179554445716
20390,15.280385250313998,12,14.312026467529659,1,63,3,1,0,1,3,0,0.0,4,0,19.289447913378357
20395,8.699681400989514,8,11.528864869228297,1,64,2,0,2,1,1,0,11.990841458736636,5,0,10.673618922112436
20400,8.987321812850125,9,11.392290774522229,0,40,2,0,2,2,1,0,9.546884034617925,4,0,8.987321812850125
20405,11.440365524765756,14,14.686308458214125,1,60,3,0,0,1,2,0,11.626263078808801,5,0,17.927812925930194
20410,6.90875477931522,11,10.95586961402582,0,51,2,0,0,2,1,0,9.225327501784431,5,0,7.696667081526462
