,NETWORTH,INCOME,FIN,NFIN,DEBT,EQUITY,STOCKS,HHOUSES,BUS,RETQLIQ,YESFINRISK,SPENDMOR,LATE,EMERGSAV,LIQ,FINLIT,AGE,EDUC,MARRIED,KIDS,OCCAT1,RET_ASSETS
6950,485980.0,97282.064128,468880,18100.0,1000,8400.0,0,1,0,436000,0,5,0,1,32580,2,61,11,1,0,3,904880
6955,314700.0,147004.00802,89700,225000.0,0,0.0,0,1,0,0,0,5,0,1,42700,3,77,12,2,0,3,89700
6960,3586000.0,503704.90982,652000,3466000.0,532000,577750.0,0,1,1000000,327000,0,2,0,0,30000,3,55,14,1,2,2,979000
6965,4993000.0,108091.18236,4633000,360000.0,0,4050000.0,4000000,1,0,525000,1,5,0,1,108000,1,57,12,2,0,1,5158000
6970,10400.0,32427.354709,0,10400.0,0,0.0,0,0,0,0,0,5,0,0,0,3,42,2,1,0,1,0
6975,562201.0,183755.01002,396201,330000.0,164000,138250.0,0,1,0,395000,0,1,0,0,1201,3,48,8,1,2,1,791201
6980,219817900.0,21553792.51,9918000,216669900.0,6770000,3979000.0,864000,1,189670000,4454000,0,4,0,1,4559000,3,69,13,1,0,2,14372000
6985,13620.0,37831.913828,900,21100.0,8380,0.0,0,0,0,0,1,3,1,0,900,1,29,8,1,2,2,900
6990,-12320.0,113495.74148,101680,0.0,114000,82700.0,4700,0,0,95600,0,3,1,0,1380,2,57,9,1,1,1,197280
6995,2349990.0,144842.18437,793020,1841970.0,285000,494600.0,0,1,500000,792000,0,3,0,0,1020,2,73,12,1,0,3,1585020
7000,1353400.0,132952.15431,683300,880100.0,210000,332800.0,0,1,0,608000,0,5,0,1,36100,2,75,12,1,0,3,1291300
7005,5969000.0,1167384.7695,5415000,1444000.0,890000,4181000.0,430000,1,45000,2586000,0,2,0,1,474000,3,48,14,1,3,1,8001000
7010,7400.0,64854.709419,9000,0.0,1600,0.0,0,0,0,0,0,4,0,1,9000,2,56,8,1,0,1,9000
7015,14000.0,21618.236473,16000,0.0,2000,12000.0,12000,0,0,0,0,3,0,0,4000,1,79,9,2,0,3,16000
7020,172750.0,104848.44689,68450,241300.0,137000,52000.0,0,1,1000,28600,0,5,0,1,9850,3,28,8,1,1,1,97050
7025,-29900.0,51883.767535,8100,4700.0,42700,4900.0,0,0,0,4900,0,4,0,0,3200,3,26,13,2,0,1,13000
7030,799800.0,175107.71543,12000,1179800.0,392000,0.0,0,0,0,0,0,1,0,1,12000,2,39,8,1,0,1,12000
7035,938800.0,186997.74549,623400,316000.0,600,116400.0,0,1,0,157000,0,4,0,1,41400,2,90,12,2,0,3,780400
7040,6595905.0,336163.57715,4422905,3053000.0,880000,2594650.0,902000,1,0,2434000,0,1,0,0,676905,3,73,13,1,0,3,6856905
7045,1565700.0,118900.3006,1334700,292000.0,61000,1008000.0,0,1,0,30000,0,4,0,1,222700,3,56,12,2,0,1,1364700
7050,1785800.0,82149.298597,747800,1643000.0,605000,221350.0,0,1,35000,464000,0,4,0,0,81300,2,84,12,1,1,3,1211800
7055,6667400.0,322111.72345,2586400,4081000.0,0,612500.0,0,1,0,1500000,0,4,0,1,266400,3,69,12,1,0,3,4086400
7060,286499300.0,49073396.794,273346000,13187300.0,34000,201350000.0,0,1,0,2700000,0,5,0,1,6926000,2,66,8,1,0,3,276046000
7065,10611.0,12970.941884,7011,3600.0,0,0.0,0,0,0,7000,0,5,0,0,11,3,33,8,2,1,2,14011
7070,33000.0,81068.386774,34000,16000.0,17000,14400.0,0,0,0,24000,0,4,0,0,10000,3,57,12,1,2,1,58000
7075,451800.0,124304.85972,205900,442000.0,196100,16600.0,1500,1,0,163000,0,2,0,1,34400,3,29,12,1,0,1,368900
7080,3138100.0,104091.80862,994100,2144000.0,0,560000.0,0,1,0,135000,0,3,0,0,6100,2,82,12,2,0,3,1129100
7085,251700.0,175107.71543,124500,253600.0,126400,3500.0,0,1,0,113500,0,5,1,0,11000,3,67,8,1,0,1,238000
7090,15888000.0,2896843.6874,9129000,7487000.0,728000,7302600.0,0,1,1561000,2514000,0,4,0,1,759000,3,51,14,1,0,2,11643000
7095,14070.0,73502.004008,15170,16000.0,17100,10.0,10,0,0,0,0,2,1,0,15160,3,64,2,2,1,3,15170
7100,1435400.0,49073.396794,400000,1207600.0,172200,243000.0,0,1,0,68000,0,5,0,0,157000,3,82,10,2,0,3,468000
7105,122965.0,39993.737475,15865,244000.0,136900,165.0,0,1,0,15660,0,5,0,0,205,2,61,9,1,0,1,31525
7110,5600.0,48641.032064,0,5600.0,0,0.0,0,0,0,0,0,5,0,0,0,2,41,8,2,1,2,0
7115,61087540.0,3004934.8697,50437540,17460000.0,6810000,35796000.0,10480000,1,7030000,3073000,0,3,0,0,131540,3,68,14,1,0,1,53510540
7120,36520.0,37831.913828,3020,53000.0,19500,0.0,0,0,0,0,1,2,0,1,3020,1,50,8,1,3,3,3020
7125,135250.0,12970.941884,25800,111100.0,1650,0.0,0,1,0,0,0,1,1,0,800,2,76,9,2,0,3,25800
7130,8012.0,55126.503006,42,217000.0,209030,0.0,0,1,0,0,0,4,0,0,42,0,61,8,1,0,1,42
7135,21240.0,21618.236473,17050,27000.0,22810,0.0,0,0,0,0,0,1,0,0,2050,3,65,9,2,0,3,17050
7140,-38840.0,27022.795591,60,0.0,38900,0.0,0,0,0,0,0,3,0,0,60,0,38,9,2,0,2,60
7145,7000.0,25941.883768,7000,0.0,0,0.0,0,0,0,0,0,4,0,0,7000,1,34,5,1,5,3,7000
7150,2272220.0,188078.65731,1455520,1518000.0,701300,970076.92308,170000,1,0,960000,0,5,0,0,62520,3,55,12,1,1,1,2415520
7155,654600.0,60531.062124,71200,583400.0,0,0.0,0,1,0,0,0,5,0,0,11200,3,70,9,1,2,3,71200
7160,7385400.0,616119.73948,3037000,5098400.0,750000,1996400.0,0,1,0,1852000,0,2,0,1,165000,3,57,14,1,1,1,4889000
7165,800610.0,546941.38277,800610,0.0,0,475900.0,13000,0,0,130000,0,5,1,1,281610,3,27,12,2,0,1,930610
7170,850.0,12970.941884,850,0.0,0,0.0,0,0,0,0,0,4,0,1,850,3,83,2,2,0,3,850
7175,407670.0,86472.945892,56070,477000.0,125400,16500.0,0,1,0,55000,0,4,0,0,1070,1,58,7,1,0,1,111070
7180,4100.0,50802.855711,1400,4500.0,1800,0.0,0,0,0,0,0,2,1,0,1400,1,34,8,2,0,1,1400
7185,1567900.0,121062.12425,402300,1165600.0,0,76600.0,0,1,0,383000,0,4,0,1,15500,3,66,10,1,0,3,785300
7190,2490440.0,143761.27255,1998000,541000.0,48560,656500.0,565000,1,0,183000,0,3,0,1,1220000,3,50,12,1,1,1,2181000
7195,9600.0,63773.797595,9600,0.0,0,0.0,0,0,0,0,0,1,0,1,9600,2,44,9,2,2,2,9600
7200,563400.0,145923.09619,51400,586000.0,74000,0.0,0,1,23000,0,0,4,0,1,51400,3,36,12,2,0,1,51400
7205,755250.0,96201.152305,260250,495000.0,0,11750.0,0,1,1000,223250,0,4,0,1,37000,3,64,9,1,0,1,483500
7210,261500.0,15132.765531,37500,300000.0,76000,7000.0,0,1,0,35000,0,5,0,1,2500,2,63,8,2,0,3,72500
7215,1259700.0,179863.72745,324600,935100.0,0,73750.0,30000,1,0,206000,0,5,0,1,43600,3,78,14,1,0,2,530600
7220,895700.0,132952.15431,151100,900200.0,155600,12600.0,0,1,0,87000,0,1,0,1,61800,2,42,9,1,4,1,238100
7225,350000.0,48641.032064,61000,323000.0,34000,11000.0,11000,1,0,0,0,3,0,1,25000,2,71,10,1,0,3,61000
7230,2280500.0,154570.39078,1145500,1490000.0,355000,270700.0,0,1,7000,889000,0,4,0,1,256300,3,79,12,1,0,3,2034500
7235,9400.0,7674.4739479,4700,4700.0,0,0.0,0,0,0,0,0,4,0,0,4700,3,64,8,2,0,3,4700
7240,992110.0,223748.74749,756360,626600.0,390850,385300.0,95000,1,0,351000,0,2,0,1,277360,3,31,12,1,1,1,1107360
7245,-6199.0,92958.416834,1,0.0,6200,0.0,0,0,0,0,0,5,0,0,1,2,47,9,2,0,1,1
7250,2072250.0,139437.62525,1620900,451700.0,350,1046400.0,1400,1,10000,1605000,0,4,0,1,9500,3,69,13,1,0,2,3225900
7255,7261000.0,448578.40681,1205000,6362000.0,306000,535000.0,432000,1,4852000,103000,0,2,0,0,450000,3,56,13,1,1,2,1308000
7260,3730.0,8647.2945892,290,5800.0,2360,0.0,0,0,0,0,0,4,0,1,290,1,54,6,1,0,1,290
7265,-178270.0,23780.06012,530,24000.0,202800,0.0,0,0,0,0,0,5,0,0,530,3,45,12,2,0,4,530
7270,1265000.0,337244.48898,555000,1283000.0,573000,0.0,0,1,0,350000,0,1,0,0,205000,3,64,12,1,0,1,905000
7275,15253600.0,248609.71944,5628000,9637000.0,11400,334500.0,0,1,1200000,238000,0,5,0,0,40000,3,68,9,1,0,1,5866000
7280,31700.0,59450.150301,32700,0.0,1000,8000.0,0,0,0,32000,0,4,0,0,700,2,53,8,2,1,1,64700
7285,781800.0,172945.89178,226500,855800.0,300500,20300.0,2300,1,487000,120500,0,3,0,0,6700,3,51,14,1,2,2,347000
7290,23989000.0,431283.81764,20121000,3868000.0,0,12371600.0,1820000,1,2500000,1808000,0,4,0,1,4083000,3,69,12,1,0,3,21929000
7295,19730.0,49721.943888,630,225800.0,206700,0.0,0,1,0,0,0,1,0,1,630,0,48,8,2,1,1,630
7300,-1070.0,74582.915832,1030,11000.0,13100,0.0,0,0,0,0,0,5,0,0,1030,2,40,8,2,1,1,1030
7305,607420.0,97282.064128,184000,426000.0,2580,170000.0,0,1,0,170000,0,2,0,1,14000,3,65,12,1,2,1,354000
7310,314200.0,97282.064128,195000,293000.0,173800,24000.0,0,1,0,120000,0,4,0,1,75000,3,40,11,1,2,1,315000
7315,153100.0,199968.68737,13000,621000.0,480900,0.0,0,1,0,0,0,4,0,1,13000,2,40,13,1,3,1,13000
7320,20230.0,48641.032064,14200,6880.0,850,5950.0,0,0,0,0,0,4,0,1,5200,0,84,12,2,0,3,14200
7325,117196000.0,5458604.7094,15381000,102200000.0,385000,10974500.0,5660000,1,89910000,5288000,0,1,0,1,328000,3,61,13,1,0,2,20669000
7330,8013000.0,1336007.014,4754000,5119000.0,1860000,2998500.0,10000,1,0,2901000,0,2,0,1,131000,3,63,9,1,0,3,7655000
7335,366800.0,122143.03607,361800,5400.0,400,30500.0,0,0,0,40300,0,5,0,0,68500,3,49,12,1,2,1,402100
7340,426800.0,51883.767535,220000,252800.0,46000,123950.0,0,1,0,79000,0,4,0,1,21000,3,85,8,2,0,3,299000
7345,85000.0,151327.65531,55000,630000.0,600000,40000.0,0,1,0,40000,0,5,0,0,15000,3,32,12,1,1,1,95000
7350,467890200.0,9865957.8156,455122200,12768000.0,0,417237000.0,29200000,1,7780000,8627000,0,3,0,1,295200,3,75,13,1,0,2,463749200
7355,60230.0,71340.180361,148430,60000.0,148200,0.0,0,0,0,134000,0,2,0,0,14430,1,24,12,1,0,1,282430
7360,467400.0,0.0,85400,382000.0,0,0.0,0,1,0,61000,0,5,0,0,24400,3,59,12,1,0,2,146400
7365,-5130.0,107010.27054,9800,3700.0,18630,312.0,0,0,0,780,0,5,0,1,9020,3,26,9,1,2,1,10580
7370,658880.0,0.0,121300,630500.0,92920,0.0,0,1,170000,0,1,3,0,1,1300,3,60,9,1,0,2,121300
7375,9371000.0,296169.83968,5990000,3821000.0,440000,5050000.0,250000,1,800000,4000000,1,1,0,1,280000,3,72,14,2,0,1,9990000
7380,371000.0,58369.238477,20000,476000.0,125000,0.0,0,1,0,0,0,5,0,1,20000,3,66,8,1,0,1,20000
7385,3357150.0,137600.07515,326050,3245000.0,213900,155400.0,0,1,3000000,316000,0,1,0,0,10050,3,50,12,2,1,1,642050
7390,569700.0,74582.915832,297500,352500.0,80300,139500.0,0,1,0,237000,0,1,0,0,60500,2,57,13,1,2,1,534500
7395,-35070.0,122143.03607,90930,26000.0,152000,79930.0,930,0,0,79000,0,1,0,0,11000,3,48,14,2,0,1,169930
7400,7432000.0,1372758.016,6521000,2217000.0,1306000,6371000.0,3000000,1,0,371000,1,4,0,1,150000,3,45,13,2,0,1,6892000
7405,11277900.0,489653.05611,2731000,8547000.0,100,642000.0,0,1,5320000,1000000,0,1,0,1,191000,3,67,12,1,0,3,3731000
7410,266300.0,23780.06012,257500,8800.0,0,123500.0,1000,0,0,245000,1,4,0,0,11500,3,41,12,2,0,2,502500
7415,438200.0,51883.767535,4200,547000.0,113000,0.0,0,1,0,0,0,4,0,0,4200,2,59,8,1,3,2,4200
7420,239000.0,82149.298597,221600,17400.0,0,80000.0,0,0,0,0,0,2,0,0,21600,1,74,9,2,0,3,221600
7425,74572800.0,6053106.2124,46130800,31882000.0,3440000,4380480.0,2630000,1,25115000,1173100,0,2,0,1,14882700,3,61,12,1,0,2,47303900
7430,121100.0,128628.50701,10100,450000.0,339000,100.0,100,1,0,0,0,5,0,1,10000,3,30,12,1,1,1,10100
7435,579800.0,86472.945892,177000,595000.0,192200,129000.0,0,1,0,167800,0,5,1,0,9200,3,46,12,2,1,1,344800
7440,16000.0,12970.941884,16000,0.0,0,0.0,0,0,0,0,1,5,0,0,16000,2,22,12,2,0,4,16000
7445,2493500.0,85392.034068,2052500,441000.0,0,1512500.0,1100000,1,0,350000,0,4,0,1,352500,3,62,12,2,1,3,2402500
7450,1046600.0,137275.8016,1210,1254600.0,209210,0.0,0,1,977000,0,0,2,0,0,1210,2,51,12,1,2,2,1210
7455,1887000.0,211858.71743,1570000,465000.0,148000,48000.0,4300,1,0,1381000,0,5,0,1,154200,2,61,8,1,0,3,2951000
7460,4000.0,38912.825651,1500,4500.0,2000,0.0,0,0,0,0,0,4,0,1,1500,1,40,2,2,0,1,1500
7465,118000.0,91877.50501,99000,21000.0,2000,76500.0,20000,0,0,56500,0,5,0,1,22500,3,29,12,2,0,1,155500
7470,6000.0,62692.885772,7600,3400.0,5000,0.0,0,0,0,0,0,2,0,0,7600,2,63,8,1,0,1,7600
7475,18251000.0,351296.34269,11133000,7118000.0,0,9826900.0,112000,1,1140000,1594000,0,2,0,1,367000,3,71,12,2,0,3,12727000
7480,178850.0,162136.77355,75950,535700.0,432800,18000.0,15000,1,0,3000,0,4,1,0,11950,3,39,12,1,5,1,78950
7485,320700.0,271308.86774,90300,534000.0,303600,70000.0,0,1,0,50000,0,3,0,0,5300,3,43,12,1,0,1,140300
7490,20894000.0,1427884.519,13534000,7360000.0,0,9122000.0,5430000,1,371000,2372000,0,5,0,1,231000,3,76,14,1,0,2,15906000
7495,4180.0,22699.148297,80,4100.0,0,0.0,0,0,0,0,0,5,0,0,80,2,49,9,2,1,3,80
7500,5927900.0,371833.66733,4510900,1417000.0,0,257670.0,0,1,0,1336900,0,4,1,0,3174000,3,78,14,1,0,3,5847800
7505,39040.0,9295.8416834,160,39400.0,520,0.0,0,1,0,0,0,4,0,0,160,2,25,9,2,0,1,160
7510,62120.0,97282.064128,20220,84200.0,42300,0.0,0,1,10000,0,0,2,1,0,10220,3,38,8,1,2,2,20220
7515,1573100.0,154570.39078,1425000,397300.0,249200,75000.0,0,1,100000,150000,0,1,0,1,375000,3,56,12,1,2,2,1575000
7520,433760.0,113495.74148,48160,385600.0,0,0.0,0,1,0,0,0,5,0,1,28160,2,75,8,1,0,3,48160
7525,-30770.0,32427.354709,2030,0.0,32800,310.0,310,0,0,0,0,4,0,0,1720,2,43,12,1,0,4,2030
7530,19400.0,27022.795591,400,37700.0,18700,0.0,0,0,0,0,0,5,1,0,400,2,39,5,2,2,1,400
7535,969300.0,88094.313627,635300,356000.0,22000,462250.0,0,1,0,613500,0,4,0,1,21800,3,66,11,1,0,3,1248800
7540,14600.0,81068.386774,10300,43000.0,38700,2000.0,0,0,0,2000,0,2,0,1,8300,3,33,12,1,1,1,12300
7545,7401200.0,288603.45691,3822000,3592200.0,13000,3526000.0,0,1,3000000,3162000,0,5,0,1,60000,3,57,14,1,2,2,6984000
7550,1852500.0,14051.853707,563500,1289000.0,0,389000.0,209000,1,74000,180000,0,5,0,0,155500,2,89,13,1,0,3,743500
7555,144100.0,81068.386774,8100,660000.0,524000,4000.0,0,1,0,4000,0,5,0,1,4100,1,38,9,1,3,1,12100
7560,193460.0,56207.41483,12100,214500.0,33140,12000.0,0,1,0,12000,0,5,0,0,100,3,40,3,1,4,1,24100
7565,15500.0,10592.935872,15500,0.0,0,0.0,0,0,0,0,0,2,0,0,5000,3,65,12,2,0,2,15500
7570,1591400.0,732858.21643,1225400,1129000.0,763000,549500.0,500000,1,0,590000,0,1,0,1,135400,3,46,12,1,2,1,1815400
7575,1107500.0,405341.93387,792000,721500.0,406000,751000.0,580000,1,0,190000,0,4,0,1,22000,3,37,13,1,0,1,982000
7580,79762500.0,599906.06212,7042500,73200000.0,480000,1900000.0,0,1,30000000,0,0,1,0,1,5142500,3,71,13,1,0,2,7042500
7585,-29100.0,140518.53707,20900,71000.0,121000,200.0,200,0,0,0,0,3,0,0,20700,2,52,8,1,4,2,20900
7590,117700.0,137275.8016,129500,2000.0,13800,120000.0,0,0,0,120000,0,1,0,1,9500,2,45,12,1,0,1,249500
7595,31000.0,41074.649299,26200,5600.0,800,7500.0,0,0,0,25000,0,4,0,0,1200,2,61,8,2,0,1,51200
7600,3607500.0,194564.12826,2938000,730500.0,61000,2868000.0,0,1,0,2931000,0,5,0,0,7000,3,63,14,1,0,1,5869000
7605,1491200.0,85392.034068,321200,1170000.0,0,271500.0,0,1,0,290000,0,2,0,0,25200,3,48,14,1,2,1,611200
7610,9300.0,73502.004008,500,9000.0,200,0.0,0,0,0,0,0,1,1,0,500,2,58,12,2,0,1,500
7615,-1999.0,10809.118236,1,0.0,2000,0.0,0,0,0,0,0,2,0,0,1,2,65,5,2,0,3,1
7620,270520.0,81068.386774,62320,320000.0,111800,7950.0,0,1,0,53000,0,5,0,0,9320,2,47,8,2,0,1,115320
7625,1384510.0,144842.18437,843310,974000.0,432800,275000.0,0,1,0,15000,0,5,0,0,3310,0,50,9,1,2,1,858310
7630,56100.0,185916.83367,122760,32000.0,98660,52000.0,0,0,3000,52000,0,4,0,1,70760,2,41,13,1,1,1,174760
7635,1.0,9728.2064128,1,0.0,0,0.0,0,0,0,0,0,1,0,0,1,2,53,12,2,0,3,1
7640,187561000.0,4874912.3246,17405000,177339000.0,7183000,10984000.0,8360000,1,159540000,2624000,0,2,0,1,421000,3,70,12,1,0,2,20029000
7645,450.0,33508.266533,550,0.0,100,0.0,0,0,0,0,0,2,0,1,550,1,26,12,2,0,1,550
7650,20.0,30265.531062,20,0.0,0,0.0,0,0,0,0,0,5,0,0,20,1,60,7,2,0,3,20
7655,19155670.0,952283.31663,8435170,10915500.0,195000,3338000.0,250000,1,7000000,2860000,0,4,0,1,2925170,3,63,14,1,1,1,11295170
7660,3699100.0,1167384.7695,2397000,1302100.0,0,1588500.0,125000,1,0,1100000,0,5,0,1,252000,3,33,12,1,1,1,3497000
7665,139600.0,48641.032064,2000,300000.0,162400,0.0,0,1,0,0,0,1,1,0,2000,0,38,8,1,2,4,2000
7670,50280.0,25941.883768,280,50000.0,0,0.0,0,1,0,0,0,5,0,1,280,2,80,2,1,0,3,280
7675,-9850.0,62692.885772,1070,15000.0,25920,0.0,0,0,0,0,0,2,0,0,1070,2,46,14,1,5,2,1070
7680,1074570000.0,78463389.279,601090000,473480000.0,0,507710000.0,157710000,1,421170000,1450000,0,4,0,1,8390000,0,87,13,1,0,3,602540000
7685,9600.0,24860.971944,400,9200.0,0,0.0,0,0,0,0,0,5,0,0,400,1,70,8,2,1,1,400
7690,19479000.0,449659.31864,8979000,10700000.0,200000,8859000.0,0,1,10000000,8359000,0,1,0,1,20000,3,70,14,1,0,2,17338000
7695,2920300.0,378319.13828,1270300,1728000.0,78000,879800.0,0,1,600000,526000,0,2,0,1,44300,3,43,14,1,0,2,1796300
7700,621500.0,194564.12826,192000,1038000.0,608500,46500.0,43000,1,0,70000,0,5,0,1,69000,2,58,9,1,0,1,262000
7705,36403500.0,2986559.3687,31627500,4776000.0,0,14348000.0,10980000,1,0,14698000,0,5,0,1,549500,3,77,13,1,0,3,46325500
7710,204303100.0,4712775.5511,31099000,174494100.0,1290000,20810000.0,8990000,1,162830000,0,1,5,0,1,99000,3,46,13,1,0,2,31099000
7715,1536580.0,75663.827655,115200,1656800.0,235420,0.0,0,1,0,0,0,5,0,0,114700,2,50,9,2,1,1,115200
7720,64202000.0,3642672.8457,19767000,44435000.0,0,13252200.0,2500000,1,40000000,3537000,0,3,0,1,2835000,3,58,12,1,0,2,23304000
7725,-27250.0,39993.737475,50,47000.0,74300,0.0,0,0,0,0,0,2,0,0,50,2,41,12,2,4,1,50
7730,1140600.0,140518.53707,465200,675400.0,0,157500.0,0,1,0,0,0,5,0,1,15200,3,65,8,1,0,1,465200
7735,1613600.0,162136.77355,335000,1650000.0,371400,235000.0,100000,1,0,105000,0,2,0,1,130000,3,47,13,1,1,1,440000
7740,770600.0,56207.41483,205600,565000.0,0,10000.0,10000,1,0,0,0,4,0,1,95000,2,94,12,2,0,3,205600
7745,2670100.0,178350.4509,1580000,1090100.0,0,832000.0,0,1,0,1360000,0,2,0,1,128000,3,73,12,1,0,3,2940000
7750,273150.0,148084.91984,247650,541000.0,515500,200000.0,0,1,17000,200000,0,3,0,0,47600,3,39,12,1,0,1,447650
7755,70100.0,84311.122244,12800,288000.0,230700,2200.0,0,1,0,10000,0,5,0,0,2800,1,23,8,2,0,1,22800
7760,709800.0,143761.27255,55800,1085000.0,431000,0.0,0,1,0,0,0,5,0,1,54300,2,52,9,2,0,3,55800
7765,2998000.0,65935.621242,473000,2525000.0,0,33750.0,0,1,0,75000,0,3,0,0,398000,3,72,13,2,0,3,548000
7770,5000.0,42155.561122,10000,0.0,5000,0.0,0,0,0,0,1,5,0,0,10000,2,38,9,2,2,1,10000
7775,22631.0,112414.82966,29351,16000.0,22720,14000.0,0,0,0,20000,0,4,1,0,9351,1,31,9,1,1,1,49351
7780,50840.0,59450.150301,230,67000.0,16390,0.0,0,0,0,0,0,4,0,0,230,3,26,12,2,0,1,230
7785,300.0,11890.03006,300,0.0,0,0.0,0,0,0,0,0,4,0,0,300,2,60,8,2,0,3,300
7790,-5539.0,12970.941884,261,8600.0,14400,0.0,0,0,0,0,0,5,0,0,261,1,45,6,2,0,3,261
7795,519800.0,47560.12024,2800,681000.0,164000,2500.0,0,1,0,2500,0,5,1,0,300,2,53,11,2,0,1,5300
7800,2708800.0,342649.0481,2006000,943000.0,240200,750000.0,300000,1,0,500000,0,4,0,1,56000,3,82,12,2,0,3,2506000
7805,1100.0,16213.677355,1100,0.0,0,0.0,0,0,0,0,0,2,0,0,1100,2,68,8,2,0,3,1100
7810,125410.0,108091.18236,121310,208300.0,204200,100000.0,600,1,0,112000,0,4,0,1,8710,2,56,9,1,0,3,233310
7815,212676000.0,14743637.275,199355000,13321000.0,0,154230000.0,98760000,1,6890000,0,0,5,0,1,25285000,3,67,12,2,0,1,199355000
7820,798100.0,164298.59719,422600,630000.0,254500,209000.0,19000,1,0,380000,0,5,0,1,23600,3,44,13,1,2,1,802600
7825,177020.0,114576.65331,52100,324000.0,199080,0.0,0,1,50000,0,1,5,0,0,52100,3,56,8,2,1,3,52100
7830,34000.0,37831.913828,3000,31000.0,0,0.0,0,0,0,0,0,4,0,0,3000,1,65,8,2,0,1,3000
7835,419400.0,124304.85972,99000,578000.0,257600,58200.0,0,1,0,97000,0,5,0,0,2000,3,49,8,1,2,1,196000
7840,105880.0,118900.3006,17980,375000.0,287100,15000.0,0,1,0,15000,0,5,0,0,2980,3,34,9,1,2,1,32980
7845,126080.0,85392.034068,3500,275000.0,152420,0.0,0,1,0,0,0,1,0,0,3500,2,44,9,1,2,1,3500
7850,709280.0,455063.87776,19000,991000.0,300720,0.0,0,1,0,0,0,5,0,1,19000,2,48,12,1,2,1,19000
7855,1026280.0,224829.65932,539380,846900.0,360000,146200.0,92000,1,0,100000,0,5,0,1,21380,3,53,13,1,0,1,639380
7860,-5200.0,97282.064128,3800,13000.0,22000,3800.0,0,0,0,3800,0,1,0,0,0,1,33,11,2,0,1,7600
7865,192350.0,121062.12425,182650,9800.0,100,14200.0,0,0,0,93200,0,5,0,0,89450,3,28,12,1,0,1,275850
7870,12110.0,28103.707415,12110,0.0,0,0.0,0,0,0,12000,0,5,0,0,110,1,34,8,2,0,1,24110
7875,1093900.0,34589.178357,10000,1516500.0,432600,0.0,0,1,0,0,0,5,0,0,10000,2,78,6,2,0,3,10000
7880,3989500.0,1621367.7355,2858500,2130000.0,999000,2088500.0,1500000,1,0,177000,0,2,0,1,681500,3,39,13,1,2,1,3035500
7885,197321.0,36751.002004,621,310400.0,113700,0.0,0,1,0,0,0,4,0,0,621,3,71,9,1,0,3,621
7890,79810.0,32427.354709,1950,103000.0,25140,0.0,0,1,0,0,0,4,0,0,1950,2,43,4,2,0,1,1950
7895,612814.0,62692.885772,399330,297084.0,83600,216150.0,0,1,0,393000,0,4,0,1,6330,2,74,8,1,0,3,792330
7900,135850.0,107010.27054,35000,468100.0,367250,30000.0,0,1,0,30000,0,3,0,1,5000,1,43,9,1,4,1,65000
7905,3497000.0,354539.07816,2160000,1437000.0,100000,337500.0,0,1,987000,750000,0,5,0,1,1410000,3,77,12,1,0,2,2910000
7910,32272500.0,2842798.0962,4385500,27887000.0,0,1030000.0,380000,1,14800000,25000,0,5,0,1,1380500,3,37,8,1,3,2,4410500
7915,16800.0,18375.501002,7000,9800.0,0,0.0,0,0,0,0,0,5,0,0,5000,2,78,8,2,0,3,7000
7920,992250.0,110253.00601,432550,719000.0,159300,370000.0,0,1,0,400000,0,5,0,0,32500,3,60,12,2,0,1,832550
7925,398300.0,45398.296593,0,748300.0,350000,0.0,0,1,0,0,0,5,1,0,0,2,60,6,1,0,4,0
7930,76900.0,97282.064128,1500,137000.0,61600,0.0,0,1,0,0,0,2,0,0,1500,1,55,9,2,0,1,1500
7935,36785600.0,6712462.4248,26623000,10162600.0,0,15184900.0,11500000,1,962000,1834000,0,4,0,1,10212000,3,52,14,1,2,1,28457000
7940,23028000.0,1221430.3607,9339000,16480000.0,2791000,5614400.0,5240000,1,6662000,869000,0,2,0,1,2530000,3,64,12,1,0,1,10208000
7945,22400.0,25941.883768,15300,7100.0,0,0.0,0,0,0,0,0,5,0,0,15300,3,39,13,2,0,4,15300
7950,293310.0,99443.887776,125300,238900.0,70890,30000.0,0,1,0,120000,0,3,1,0,5300,2,64,9,1,1,1,245300
7955,4548000.0,815007.51503,2820000,2728000.0,1000000,610000.0,60000,1,1500000,1300000,0,4,0,1,1200000,1,63,14,1,0,3,4120000
7960,4009220.0,985791.58317,2157220,2627000.0,775000,2012900.0,670000,1,0,244000,0,2,0,1,20000,3,57,13,1,1,1,2401220
7965,1000.0,33508.266533,1000,0.0,0,0.0,0,0,0,0,0,2,0,0,1000,1,44,5,2,5,4,1000
7970,1164740.0,45398.296593,516940,781000.0,133200,393040.0,40,1,225000,495000,0,5,0,1,11900,3,49,13,1,0,2,1011940
7975,5338770.0,552345.94188,2396770,3363000.0,421000,824200.0,530000,1,1000000,1560000,0,4,0,1,269770,3,54,12,1,2,1,3956770
7980,1200600.0,261580.66132,712000,838000.0,349400,470000.0,90000,1,0,140000,0,1,0,1,382000,3,34,12,1,1,1,852000
7985,63775.0,102686.62325,11675,234000.0,181900,0.0,0,1,10000,0,0,4,0,0,11675,2,34,8,1,1,1,11675
7990,375310.0,22699.148297,48310,327000.0,0,48000.0,48000,1,0,0,0,5,0,0,310,2,69,8,2,0,3,48310
7995,21160.0,75663.827655,12310,21000.0,12150,400.0,400,0,0,0,0,3,0,0,10410,2,60,9,2,0,3,12310
