,NETWORTH,INCOME,FIN,NFIN,DEBT,EQUITY,STOCKS,HHOUSES,BUS,RETQLIQ,YESFINRISK,SPENDMOR,LATE,EMERGSAV,LIQ,FINLIT,AGE,EDUC,MARRIED,KIDS,OCCAT1,RET_ASSETS
1065,66777300.0,4618736.2224,56138900,16470400.0,5832000,32880000.0,0,1,0,4800000,0,5,0,1,838900,3,74,12,1,0,3,60938900
1070,311800.0,159974.9499,34000,370900.0,93100,3000.0,0,1,0,0,0,5,0,1,24000,3,68,10,1,0,3,34000
1075,3910.0,14051.853707,10,3900.0,0,0.0,0,0,0,0,0,5,0,0,10,2,62,5,2,0,3,10
1080,112100.0,18375.501002,10000,102100.0,0,0.0,0,1,0,0,0,3,0,0,10000,3,81,12,2,0,3,10000
1085,6550.0,11890.03006,2650,3900.0,0,0.0,0,0,0,0,0,5,0,0,2650,1,77,9,2,0,3,2650
1090,270105.0,226991.48297,69705,717000.0,516600,38600.0,12000,1,0,53000,0,1,0,0,4705,1,33,11,1,2,1,122705
1095,-29100.0,12970.941884,900,0.0,30000,0.0,0,0,0,0,0,3,1,0,900,1,45,7,1,3,2,900
1100,186100.0,55126.503006,119100,67000.0,0,5000.0,0,0,0,100000,0,5,1,1,13000,2,75,14,2,0,3,219100
1105,141724800.0,992277.05411,24051800,119473000.0,1800000,8267600.0,4650000,1,82960000,46000,0,5,0,1,1143500,3,62,12,1,0,2,24097800
1110,688800.0,70259.268537,72800,616000.0,0,29000.0,0,1,0,58000,0,2,0,1,14800,1,50,9,2,0,1,130800
1115,11450.0,36751.002004,450,11000.0,0,0.0,0,0,0,0,0,5,0,0,450,2,29,8,2,2,1,450
1120,2552500.0,794470.19038,1926500,1146000.0,520000,548000.0,49000,1,145000,1437000,1,3,0,1,303500,3,41,12,1,2,1,3363500
1125,25210.0,43236.472946,210,25000.0,0,0.0,0,0,0,0,0,3,0,0,210,1,46,1,1,0,1,210
1130,535600.0,129709.41884,353200,593400.0,411000,78500.0,10000,1,0,306000,0,4,0,0,27200,3,39,12,1,2,1,659200
1135,-6195.0,36751.002004,5,5700.0,11900,0.0,0,0,0,0,0,1,1,0,5,2,60,9,2,0,1,5
1140,19000.0,16213.677355,0,19000.0,0,0.0,0,0,0,0,0,5,0,1,0,2,67,4,2,0,3,0
1145,31900.0,62692.885772,6500,264000.0,238600,0.0,0,1,0,0,0,5,0,0,3000,2,41,13,2,0,1,6500
1150,5751.0,20537.324649,251,27500.0,22000,0.0,0,0,0,0,0,1,0,0,251,2,54,11,2,0,3,251
1155,60932000.0,3750764.0281,4893000,56204000.0,165000,2106400.0,0,1,50000000,2633000,1,2,0,1,2160000,3,58,14,1,0,2,7526000
1160,11700.0,48641.032064,20200,44000.0,52500,0.0,0,1,0,0,0,1,0,0,200,3,70,8,1,0,3,20200
1165,100500.0,28103.707415,15400,404500.0,319400,0.0,0,1,0,0,0,5,0,1,5400,3,71,12,1,0,1,15400
1170,4737020.0,202130.51102,3994020,743000.0,0,2011500.0,144000,1,0,2993000,0,5,0,1,410020,3,79,9,1,0,3,6987020
1175,717900.0,135113.97796,427100,292800.0,2000,228350.0,0,1,0,0,0,5,0,1,10500,3,70,12,1,1,3,427100
1180,353800.0,43236.472946,10900,343200.0,300,0.0,0,1,0,0,0,5,0,1,10900,3,63,8,1,0,3,10900
1185,200.0,16213.677355,200,0.0,0,0.0,0,0,0,0,0,3,0,0,200,3,69,3,2,0,3,200
1190,4981000.0,382642.78557,3486000,2185000.0,690000,3280500.0,0,1,200000,3379000,0,2,0,1,57000,0,70,13,1,0,2,6865000
1195,10.0,37831.913828,10,21000.0,21000,0.0,0,0,0,0,0,4,0,0,10,3,21,8,1,2,1,10
1200,651800.0,125385.77154,204000,845100.0,397300,0.0,0,1,0,203000,0,5,0,0,1000,3,36,8,1,3,1,407000
1205,48200.0,19456.412826,10100,149000.0,110900,6100.0,0,1,0,6100,0,3,0,0,4000,3,62,9,2,1,1,16200
1210,409850.0,68097.44489,13550,476000.0,79700,1640.0,1500,1,0,350,0,5,0,1,8700,3,50,9,2,2,1,13900
1215,3491300.0,273470.69138,197000,3713000.0,418700,0.0,0,1,2575000,0,0,4,0,1,197000,3,65,9,1,0,2,197000
1220,386700.0,71340.180361,8100,781400.0,402800,0.0,0,1,0,0,0,1,0,0,8100,2,57,13,2,0,3,8100
1225,3000.0,64854.709419,3000,0.0,0,0.0,0,0,0,0,0,4,0,0,3000,2,35,2,1,2,2,3000
1230,3142800.0,346972.69539,1064800,3828000.0,1750000,976000.0,881000,1,0,95000,0,4,0,1,88800,2,52,12,1,2,1,1159800
1235,387500.0,56207.41483,153300,369200.0,135000,20900.0,0,1,0,38000,0,5,0,1,115300,2,59,10,1,0,1,191300
1240,5005.0,38912.825651,685,21500.0,17180,0.0,0,0,0,0,0,5,0,0,685,1,55,8,1,1,1,685
1245,2892000.0,350215.43086,1985000,943000.0,36000,1593950.0,113000,1,0,1577000,0,5,0,1,93000,3,52,14,1,0,1,3562000
1250,-3900.0,27022.795591,100,12500.0,16500,0.0,0,0,0,0,0,4,0,0,100,1,40,12,2,0,1,100
1255,12700.0,35670.09018,3600,9100.0,0,1000.0,0,0,0,2000,0,4,0,0,100,3,43,8,2,1,1,5600
1260,4367100.0,224829.65932,3028300,1378800.0,40000,923300.0,8300,1,0,600000,0,2,0,1,280000,3,64,12,1,0,2,3628300
1265,4220.0,44317.38477,530,4800.0,1110,0.0,0,0,0,0,0,5,1,0,530,1,20,8,2,2,1,530
1270,1020200.0,139437.62525,49200,1133000.0,162000,0.0,0,1,200000,0,0,1,0,0,37200,2,72,8,1,0,2,49200
1275,7510.0,20537.324649,1550,11000.0,5040,75.0,0,0,0,250,0,2,0,0,1300,2,26,13,2,0,1,1800
1280,3646000.0,275632.51503,3116000,530000.0,0,2390000.0,100000,0,0,1000000,0,5,0,1,16000,3,58,14,2,0,1,4116000
1285,7537000.0,1415994.489,1305000,7124000.0,892000,445000.0,25000,1,5047000,600000,0,5,0,1,680000,3,56,14,1,0,2,1905000
1290,-600.0,36751.002004,100,8300.0,9000,0.0,0,0,0,0,0,3,1,0,100,3,52,8,1,0,1,100
1295,526110.0,0.0,210,1015900.0,490000,0.0,0,1,0,0,0,1,0,0,210,2,78,12,1,1,1,210
1300,14420.0,55126.503006,67420,29000.0,82000,37000.0,0,0,0,15000,0,5,0,0,8420,2,39,12,1,2,1,82420
1305,90600.0,12970.941884,14400,76500.0,300,0.0,0,1,0,0,0,4,0,1,14400,2,65,8,2,0,3,14400
1310,25130.0,30265.531062,330,34800.0,10000,0.0,0,1,0,0,0,3,0,0,330,2,48,8,1,3,2,330
1315,359936000.0,27761058.367,27885000,332522000.0,471000,2405000.0,1930000,1,272370000,950000,0,2,0,1,5000,3,79,12,1,1,3,28835000
1320,283300.0,242124.2485,132800,426500.0,276000,55000.0,0,1,0,66000,0,1,0,0,5500,3,64,14,1,0,1,198800
1325,86601.0,46479.208417,1,486600.0,400000,0.0,0,1,0,0,0,5,0,0,1,3,63,8,2,1,3,1
1330,53990.0,59450.150301,46010,26000.0,18020,10.0,0,0,0,10,0,4,0,1,7500,2,51,12,2,1,1,46020
1335,245300.0,47560.12024,2500,512000.0,269200,0.0,0,1,0,0,0,5,1,0,2500,3,66,8,1,0,3,2500
1340,29306500.0,579368.73747,19289000,10017500.0,0,11116650.0,3130000,1,4000000,529000,0,5,0,1,1350000,1,68,14,1,0,3,19818000
1345,45650.0,35670.09018,42050,13000.0,9400,24800.0,0,0,0,31000,0,4,0,1,11050,2,38,12,2,0,1,73050
1350,3140600.0,589096.94389,1592600,1599000.0,51000,1062900.0,168000,0,418000,441000,0,2,0,1,178600,3,37,13,1,2,1,2033600
1355,194000.0,81068.386774,80000,287700.0,173700,0.0,0,1,0,58000,0,4,0,1,22000,2,61,12,1,0,2,138000
1360,935200.0,92958.416834,864200,268000.0,197000,8500.0,0,1,0,170000,0,4,0,0,124200,3,73,14,2,0,3,1034200
1365,17190.0,75663.827655,5190,12500.0,500,0.0,0,0,0,0,0,4,1,1,5190,1,35,8,1,2,1,5190
1370,2972900.0,207535.07014,1430900,1542000.0,0,896000.0,0,1,0,900000,0,2,0,1,174900,3,61,11,1,0,3,2330900
1375,365300.0,76744.739479,7500,482800.0,125000,0.0,0,1,214000,0,0,5,1,0,7500,3,59,14,2,0,2,7500
1380,49600.0,2161.8236473,40000,9600.0,0,19000.0,0,0,0,19000,0,4,0,0,5000,3,39,13,2,0,4,59000
1385,677500.0,97282.064128,45500,702000.0,70000,12000.0,0,1,500000,27000,0,4,0,0,8500,2,31,12,1,3,1,72500
1390,7154000.0,495057.61523,1539000,7546000.0,1931000,1500000.0,1500000,1,1714000,0,0,2,0,0,39000,2,47,12,1,2,2,1539000
1395,1941200.0,186997.74549,470400,1475800.0,5000,67500.0,0,1,500000,300000,0,1,0,1,49400,1,55,8,1,1,2,770400
1400,4250.0,30265.531062,1100,3200.0,50,0.0,0,0,0,0,0,3,0,0,1100,2,26,9,2,0,1,1100
1405,-89970.0,110253.00601,128530,270900.0,489400,44800.0,0,0,40000,44800,0,5,0,0,54730,2,39,8,1,1,1,173330
1410,838200.0,51883.767535,135000,783200.0,80000,24000.0,0,1,0,0,0,5,0,1,75000,1,90,8,2,0,3,135000
1415,464100.0,97282.064128,196200,392900.0,125000,64000.0,0,1,0,180000,0,3,0,0,16200,3,65,13,1,0,1,376200
1420,121210.0,18375.501002,6000,115300.0,90,0.0,0,1,0,0,0,2,0,0,6000,2,48,8,2,0,1,6000
1425,899000.0,324273.54709,475000,424000.0,0,20000.0,20000,0,0,0,0,5,0,0,440000,3,48,13,1,1,1,475000
1430,299000.0,37831.913828,1300,298000.0,300,40.0,0,1,0,800,0,4,0,0,500,1,59,12,2,0,1,2100
1435,183688300.0,123126665.83,112548000,71140300.0,0,70323000.0,54930000,1,21230000,313000,0,5,0,1,5305000,3,72,12,1,0,1,112861000
1440,4300.0,32427.354709,3300,6000.0,5000,0.0,0,0,6000,0,0,5,0,0,3300,1,57,9,2,0,2,3300
1445,2000.0,17294.589178,2000,0.0,0,1800.0,1800,0,0,0,0,1,0,0,30,2,36,9,2,0,3,2000
1450,1198920.0,124304.85972,820520,581400.0,203000,611500.0,0,1,0,785010,0,2,0,0,35510,2,59,9,1,0,1,1605530
1455,300.0,29184.619238,300,0.0,0,0.0,0,0,0,0,0,5,0,0,300,3,55,8,2,1,1,300
1460,-67740.0,17294.589178,15250,17500.0,100490,1000.0,1000,0,0,0,0,5,0,0,3250,2,73,12,2,1,2,15250
1465,3174000.0,464792.08417,2060000,1638000.0,524000,1080000.0,600000,1,0,600000,0,5,0,0,860000,3,50,13,1,4,1,2660000
1470,109100.0,107010.27054,19000,316000.0,225900,0.0,0,1,0,0,0,5,0,1,7000,3,53,13,2,0,1,19000
1475,6560.0,5728.8326653,360,6200.0,0,0.0,0,0,0,0,0,1,0,0,360,3,31,8,2,0,4,360
1480,394110.0,115657.56513,30510,492300.0,128700,0.0,0,1,0,0,0,4,0,0,30510,1,63,10,1,2,3,30510
1485,303200.0,286441.63327,133100,532500.0,362400,43000.0,0,1,0,100000,0,5,0,0,33100,2,41,8,1,0,1,233100
1490,23687970.0,0.0,3324970,20445000.0,82000,853000.0,0,1,17500000,46000,1,1,0,0,854970,3,52,14,1,3,2,3370970
1495,393800.0,91877.50501,43400,700000.0,349600,0.0,0,1,300000,0,0,5,1,0,3400,2,64,12,1,0,2,43400
1500,200.0,25941.883768,200,0.0,0,0.0,0,0,0,0,0,2,0,1,200,3,27,8,2,1,1,200
1505,147300.0,62692.885772,144100,60000.0,56800,115200.0,0,0,0,144000,0,3,1,0,100,3,64,8,2,0,1,288100
1510,294960.0,89715.681363,45000,428800.0,178840,7000.0,0,1,0,7000,0,3,1,0,38000,2,61,10,2,0,1,52000
1515,6932200.0,236719.68938,5620000,1512000.0,199800,3032500.0,0,1,0,2015000,0,2,0,0,15000,3,67,12,1,0,3,7635000
1520,135570.0,34589.178357,7870,510000.0,382300,670.0,670,1,50000,0,0,5,0,1,7200,3,57,11,1,0,3,7870
1525,6900.0,45398.296593,8000,0.0,1100,0.0,0,0,0,0,0,5,0,0,8000,1,45,4,1,1,1,8000
1530,322700.0,23780.06012,4500,325000.0,6800,0.0,0,1,0,0,0,5,0,0,2000,3,59,10,2,1,3,4500
1535,255180.0,43236.472946,14180,263000.0,22000,0.0,0,1,0,0,0,5,0,0,14180,1,74,8,1,0,3,14180
1540,25850.0,61611.973948,10500,16100.0,750,0.0,0,0,0,0,0,5,1,0,500,3,66,10,1,0,3,10500
1545,236905000.0,5880160.3206,157480500,79424500.0,0,78124000.0,23190000,1,69010000,1634000,0,3,0,1,16500,3,64,13,1,0,2,159114500
1550,764700.0,88634.769539,300700,586000.0,122000,84350.0,0,1,0,700,0,2,0,0,10000,3,64,8,1,0,1,301400
1555,19090.0,48641.032064,11140,33000.0,25050,0.0,0,0,0,0,0,5,1,0,1440,2,49,12,2,2,1,11140
1560,3938840.0,412908.31663,2068840,1870000.0,0,784100.0,0,1,0,558000,0,4,0,1,96840,2,64,10,1,0,3,2626840
1565,690.0,33508.266533,690,0.0,0,0.0,0,0,0,0,1,3,0,0,690,0,58,5,2,1,3,690
1570,30250.0,75663.827655,13650,289600.0,273000,5850.0,400,1,0,9000,0,3,0,0,4250,3,51,11,1,0,1,22650
1575,387890.0,116738.47695,94890,557000.0,264000,11600.0,0,1,0,38000,0,5,0,1,56890,3,44,13,1,2,1,132890
1580,718000.0,144842.18437,777000,250000.0,309000,360800.0,0,1,0,754000,0,5,0,1,19000,3,77,14,1,0,2,1531000
1585,3380.0,42155.561122,3380,0.0,0,0.0,0,0,0,3000,1,5,0,0,380,2,35,8,1,3,1,6380
1590,48114500.0,1707840.6814,3020600,46291900.0,1198000,1293400.0,612000,1,43550000,580000,0,5,0,0,471600,3,65,8,1,0,2,3600600
1595,70500.0,11890.03006,2500,68000.0,0,0.0,0,0,0,0,0,3,0,0,2500,3,74,-1,1,0,3,2500
1600,4514000.0,235638.77756,3460000,1054000.0,0,2700000.0,0,1,500000,2290000,0,4,0,1,525000,3,61,14,1,0,2,5750000
1605,240.0,24860.971944,240,0.0,0,0.0,0,0,0,0,0,5,0,0,240,2,61,6,2,0,3,240
1610,2431820.0,33508.266533,1382820,1300000.0,251000,208500.0,0,1,0,1101000,1,5,0,0,8820,3,49,12,2,0,4,2483820
1615,-300.0,7890.6563126,800,0.0,1100,0.0,0,0,0,0,0,3,0,0,800,1,46,4,2,0,3,800
1620,6700.0,103767.53507,6700,0.0,0,1200.0,0,0,0,4000,0,4,0,1,2700,3,26,12,2,0,1,10700
1625,42950.0,37831.913828,750,66200.0,24000,0.0,0,0,44200,0,0,1,0,0,750,2,26,8,1,0,2,750
1630,39900.0,30265.531062,31800,8100.0,0,130.0,0,0,0,6500,0,2,0,0,11300,1,45,8,2,1,1,38300
1635,20700.0,64854.709419,15000,12100.0,6400,0.0,0,0,0,0,0,4,0,0,15000,3,68,8,1,1,1,15000
1640,26150.0,71340.180361,17250,14700.0,5800,2790.0,0,0,0,6200,0,4,0,0,10320,2,56,8,1,1,1,23450
1645,41253000.0,1515438.3768,7985000,33508000.0,240000,5280000.0,2000000,1,31000000,3100000,0,5,0,1,120000,3,83,14,1,0,2,11085000
1650,10322000.0,645304.35872,6922000,4590000.0,1190000,2653500.0,0,1,500000,1310000,0,5,0,1,360000,3,71,14,2,0,3,8232000
1655,182700.0,116738.47695,78000,115700.0,11000,24000.0,24000,1,13000,0,0,4,0,0,50000,1,39,10,2,1,1,78000
1660,387800.0,78906.563126,6000,723800.0,342000,0.0,0,1,0,0,0,5,0,1,6000,2,61,2,1,0,1,6000
1665,-1790.0,21618.236473,510,42100.0,44400,0.0,0,1,0,0,0,4,1,0,10,2,78,4,2,0,3,510
1670,41481220.0,3621054.6092,10409220,31072000.0,0,4633000.0,2500000,1,27000000,650000,1,1,0,1,2259220,3,71,12,1,0,3,11059220
1675,4701.0,28103.707415,1601,3700.0,600,0.0,0,0,0,0,0,1,0,0,1,2,74,8,1,0,3,1601
1680,23503200.0,8420303.1062,22891200,7692000.0,7080000,19093000.0,16410000,1,926000,183000,0,1,0,0,400000,3,42,14,1,2,1,23074200
1685,79400.0,46479.208417,32000,125000.0,77600,30000.0,0,1,0,30000,0,4,1,0,2000,2,49,2,2,0,1,62000
1690,259800.0,115657.56513,67000,432300.0,239500,7050.0,0,1,0,47000,0,3,0,1,20000,3,34,11,1,2,1,114000
1695,31380.0,67016.533066,27380,27000.0,23000,26980.0,980,0,0,26000,0,2,0,0,400,0,38,8,2,0,1,53380
1700,683490.0,338325.4008,212490,805000.0,334000,174570.0,0,1,0,174990,0,5,0,1,37500,3,34,13,1,2,1,387480
1705,79300.0,14051.853707,600,78700.0,0,0.0,0,1,0,0,0,1,0,0,600,2,58,8,2,0,4,600
1710,683320.0,54045.591182,400210,363000.0,79890,195000.0,0,1,0,300000,0,5,0,0,210,2,51,11,2,0,4,700210
1715,-8000.0,8214.9298597,2000,0.0,10000,0.0,0,0,0,0,0,1,0,0,2000,3,35,8,2,1,1,2000
1720,1610300.0,118900.3006,28800,1954500.0,373000,21000.0,0,1,1150000,21000,1,2,1,1,5500,3,40,10,2,1,2,49800
1725,3419580.0,290765.28056,1872580,1547000.0,0,927300.0,0,1,500000,289000,0,4,0,1,33580,3,85,12,2,0,3,2161580
1730,393240.0,125385.77154,161240,661000.0,429000,140930.0,0,1,0,130400,0,5,0,1,30840,1,39,13,1,2,1,291640
1735,149936000.0,1102530.0601,358000,149578000.0,0,0.0,0,1,147080000,0,0,1,0,0,158000,3,70,8,2,0,2,358000
1740,3465380.0,653951.65331,1379380,3221000.0,1135000,634650.0,0,1,1598000,820000,0,2,0,0,319380,3,43,13,1,3,1,2199380
1745,20327000.0,2507715.4309,11050000,9277000.0,0,7320000.0,0,1,5000000,2700000,0,3,0,1,250000,3,64,13,1,0,2,13750000
1750,1221800.0,231315.13026,1176000,69000.0,23200,1160000.0,580000,0,0,580000,0,1,0,0,8000,2,74,13,2,0,2,1756000
1755,83340.0,22699.148297,13400,70000.0,60,5000.0,0,0,0,8000,0,2,0,0,5200,2,34,9,2,1,1,21400
1760,21079460.0,2940080.1603,9230000,12849460.0,1000000,8350000.0,0,1,10000000,1850000,1,5,0,1,130000,3,65,12,1,0,2,11080000
1765,5320.0,10809.118236,3340,16000.0,14020,0.0,0,0,0,0,0,5,1,0,3340,1,23,10,1,1,1,3340
1770,-65200.0,98362.975952,15450,0.0,80650,1275.0,0,0,0,5100,0,4,1,0,5350,1,48,9,1,5,1,20550
1775,20525760.0,474520.29058,18123800,2401960.0,0,11700000.0,0,1,60,700000,1,2,0,1,548800,2,80,9,1,0,3,18823800
1780,8771500.0,1664604.2084,5638000,3715000.0,581500,3069550.0,670000,1,150000,52000,0,3,0,1,2186000,3,55,13,1,2,1,5690000
1785,-5040.0,19456.412826,60,9900.0,15000,0.0,0,0,0,0,0,4,1,0,60,1,53,8,2,0,4,60
1790,215700.0,165379.50902,227700,29000.0,41000,205200.0,2700,0,0,30000,0,4,0,1,15000,3,63,11,2,0,1,257700
1795,800.0,23780.06012,800,0.0,0,0.0,0,0,0,0,0,4,0,0,800,0,56,7,2,0,3,800
1800,-12329.0,28103.707415,491,12000.0,24820,0.0,0,0,0,0,0,5,0,0,491,3,40,10,1,3,1,491
1805,6080.0,54045.591182,10260,13000.0,17180,425.0,0,0,0,2050,0,4,0,0,7110,2,25,10,2,0,1,12310
1810,8070.0,18375.501002,70,8000.0,0,0.0,0,0,0,0,1,1,0,0,70,2,73,9,2,0,3,70
1815,6776000.0,252933.36673,326000,6975000.0,525000,200000.0,200000,1,4700000,0,0,4,0,1,94000,3,55,12,1,1,2,326000
1820,309900.0,110253.00601,254800,76800.0,21700,100800.0,0,0,0,0,0,3,0,0,2800,1,68,8,2,0,3,254800
1825,420480.0,63773.797595,184500,400000.0,164020,131000.0,113000,1,0,60000,0,4,0,1,11500,2,65,9,2,0,1,244500
1830,1000.0,57288.326653,1000,0.0,0,0.0,0,0,0,0,0,1,0,0,1000,2,33,8,2,2,1,1000
1835,318800.0,129709.41884,110800,600000.0,392000,50200.0,0,1,0,83000,0,3,0,0,22800,1,29,12,1,2,1,193800
1840,123999000.0,4481460.4208,116380000,7619000.0,0,80000000.0,80000000,1,0,5100000,0,4,0,1,20440000,3,77,13,1,0,3,121480000
1845,41164600.0,1318712.4248,12484000,28925600.0,245000,12432500.0,778000,1,0,1196000,0,5,0,1,13000,3,82,12,1,0,1,13680000
1850,468200.0,83230.210421,44000,588000.0,163800,13000.0,0,1,0,0,0,1,0,1,28700,2,81,13,1,2,1,44000
1855,14650.0,43236.472946,2950,11700.0,0,0.0,0,0,0,0,0,2,0,0,2950,1,33,4,1,1,1,2950
1860,-20300.0,79987.47495,400,6300.0,27000,0.0,0,0,2000,0,0,1,1,0,400,3,25,12,2,0,1,400
1865,928500.0,1415994.489,433500,1299000.0,804000,74300.0,0,1,10000,161000,0,1,0,1,22500,3,51,9,1,0,2,594500
1870,-85080.0,37831.913828,120,29000.0,114200,0.0,0,0,0,0,0,5,0,0,120,1,42,12,2,2,1,120
1875,79885000.0,1859168.3367,30230000,49655000.0,0,10500000.0,0,1,30000000,0,0,5,0,1,230000,2,71,12,1,0,2,30230000
1880,703260.0,135113.97796,634000,80200.0,10940,351000.0,270000,1,0,270000,0,4,0,0,94000,2,74,9,1,1,1,904000
1885,442000.0,476682.11423,439000,13000.0,10000,411000.0,19000,0,0,232000,0,5,0,0,28000,3,29,13,1,0,1,671000
1890,19516000.0,1178193.8878,826000,19388000.0,698000,616000.0,150000,1,17800000,116000,0,2,0,1,210000,3,32,9,1,0,2,942000
1895,70926770.0,12679095.691,37985770,34411000.0,1470000,16555350.0,0,1,24900000,0,0,5,0,1,4222770,3,68,14,1,0,2,37985770
1900,455550.0,379400.0501,14550,1662000.0,1221000,1200.0,1200,1,250000,0,0,5,0,1,13350,3,42,14,1,2,1,14550
1905,-11060.0,15132.765531,3540,5400.0,20000,0.0,0,0,0,0,0,4,0,0,1190,2,70,8,2,0,3,3540
1910,74410.0,90796.593186,74560,15000.0,15150,7300.0,0,0,0,70000,1,2,1,0,4560,2,36,8,1,2,1,144560
1915,513640.0,43236.472946,11100,525000.0,22460,0.0,0,0,500000,7900,0,4,0,0,3000,3,38,12,2,0,2,19000
1920,1513000.0,279956.16232,114000,2208000.0,809000,600.0,0,1,978000,12000,0,3,0,1,102000,3,47,12,1,0,1,126000
1925,29267500.0,686379.00802,17786000,11496500.0,15000,8236000.0,46000,1,6500000,1000000,0,4,0,1,1240000,3,59,12,1,1,3,18786000
1930,2580.0,32427.354709,580,19000.0,17000,0.0,0,0,0,0,0,5,0,0,580,0,71,10,2,1,2,580
1935,-10150.0,7890.6563126,1700,6700.0,18550,0.0,0,0,0,0,0,4,0,0,1200,3,28,13,2,0,1,1700
1940,11590.0,69178.356713,25790,5800.0,20000,2890.0,0,0,0,18190,0,4,0,1,7600,3,26,13,2,0,1,43980
1945,22880.0,62692.885772,4880,55000.0,37000,0.0,0,0,0,0,0,5,0,0,4880,3,59,8,1,0,1,4880
1950,43001.0,11890.03006,1,43000.0,0,0.0,0,1,0,0,0,4,0,0,1,2,59,8,2,0,3,1
1955,3739000.0,198887.77555,536000,3723000.0,520000,381000.0,0,1,50000,420000,0,5,0,1,50000,2,63,6,2,2,1,956000
1960,61200.0,67016.533066,26200,37000.0,2000,0.0,0,0,0,13000,0,5,0,1,13200,2,35,8,2,0,1,39200
1965,100900.0,19456.412826,900,100000.0,0,0.0,0,1,0,0,0,1,0,1,300,1,88,10,2,1,3,900
1970,115364000.0,2864416.3327,58285000,57079000.0,0,50316000.0,50000000,1,53230000,3040000,0,4,0,1,4545000,3,73,14,1,1,1,61325000
1975,169154000.0,4788439.3788,92661000,76493000.0,0,52119000.0,0,1,37300000,2079000,0,4,0,1,1582000,3,71,13,1,0,2,94740000
1980,1158500.0,231315.13026,798000,409500.0,49000,698000.0,591000,1,150000,157000,0,5,0,1,50000,1,46,13,1,2,1,955000
1985,722000.0,105929.35872,452500,269500.0,0,168700.0,0,0,0,337000,0,3,0,1,3500,3,70,13,1,0,3,789500
1990,8146200.0,0.0,1809000,7117200.0,780000,932000.0,500000,1,3801700,720000,0,1,0,1,589000,3,62,8,1,0,2,2529000
1995,1568100.0,260499.7495,248100,1729000.0,409000,40350.0,5000,1,0,101000,0,3,0,0,47100,3,56,14,2,0,1,349100
2000,1089880.0,168622.24449,115080,974800.0,0,114000.0,0,1,0,114000,0,5,0,0,1080,2,66,12,1,1,1,229080
2005,-10280.0,38912.825651,800,42000.0,53080,0.0,0,0,0,0,0,4,0,0,800,3,23,9,2,0,2,800
2010,14262000.0,525323.14629,1445000,12817000.0,0,749000.0,0,1,11770000,1070000,0,2,0,1,375000,3,63,12,2,0,2,2515000
2015,3374000.0,236719.68938,531000,3786000.0,943000,0.0,0,1,537000,341000,1,4,0,1,15000,3,69,14,1,0,2,872000
2020,6934000.0,1134957.4148,4100000,4554000.0,1720000,3880000.0,0,1,0,2250000,0,2,0,1,150000,3,52,13,1,2,1,6350000
2025,296200.0,42155.561122,8600,303600.0,16000,0.0,0,1,0,0,0,4,0,1,8600,3,95,8,2,0,3,8600
2030,-300.0,23780.06012,200,6500.0,7000,0.0,0,0,0,0,0,5,0,0,200,1,28,9,2,2,4,200
2035,97032000.0,4399311.1222,22379000,74653000.0,0,18100000.0,0,1,68000000,1600000,0,4,0,1,75000,3,71,9,1,0,2,23979000
2040,54930.0,37831.913828,170,57700.0,2940,0.0,0,0,48000,0,0,2,0,0,170,1,34,9,2,1,1,170
2045,306620.0,18375.501002,20,306600.0,0,0.0,0,1,0,0,0,4,0,1,20,3,80,8,1,0,3,20
2050,77070.0,84311.122244,16070,158000.0,97000,0.0,0,1,0,0,0,2,0,0,16070,1,45,10,2,0,1,16070
2055,180803800.0,8733767.5351,40126000,155457800.0,14780000,125000.0,0,1,85250000,0,0,2,0,1,5126000,2,74,12,1,0,3,40126000
2060,91750.0,32427.354709,16350,89800.0,14400,0.0,0,1,0,0,0,5,0,0,16350,2,66,8,2,0,3,16350
2065,4558400.0,282117.98597,1511300,3147100.0,100000,724000.0,0,1,0,360000,0,4,0,0,751000,3,53,12,1,2,1,1871300
2070,234410.0,43236.472946,27010,257400.0,50000,0.0,0,0,0,0,0,4,1,0,27010,1,41,8,1,2,2,27010
2075,12132000.0,447497.49499,11371000,761000.0,0,10407000.0,5000000,1,0,290000,0,2,0,1,69000,3,94,14,2,0,3,11661000
2080,283226000.0,14851728.457,70385000,212841000.0,0,65880000.0,65880000,1,197270000,0,0,5,0,1,3505000,3,81,12,1,0,2,70385000
2085,215900.0,32427.354709,3000,212900.0,0,0.0,0,1,0,0,0,1,0,0,3000,3,69,8,2,1,3,3000
2090,157400.0,118900.3006,22100,414000.0,278700,0.0,0,1,0,0,0,5,0,0,22100,2,30,12,1,0,1,22100
2095,3268500.0,378319.13828,1882000,1691500.0,305000,1360000.0,800000,1,0,800000,0,4,0,1,282000,3,53,13,1,1,1,2682000
2100,352600.0,97282.064128,12400,623000.0,282800,0.0,0,1,0,3000,0,5,0,1,9400,1,52,8,1,2,1,15400
2105,2299780.0,188078.65731,1636000,977900.0,314120,534800.0,0,1,10000,1560000,0,5,0,1,76000,3,65,12,1,0,2,3196000
2110,820000.0,74582.915832,524000,296000.0,0,374500.0,25000,1,0,412000,0,4,0,1,40000,3,73,9,1,0,3,936000
2115,15260.0,12970.941884,4060,15000.0,3800,0.0,0,0,0,0,0,4,0,0,60,2,64,8,2,0,3,4060
